key,short_key,longitude,latitude,altitude,description,title,mp3name,mp3seconds,city,country,continent,human_sounds,animal,music,natural_sounds,channel_environment_and_background,sounds_of_things,source_ambiguous_sounds
aporee_29587_34047,34047,4.5671662688255,50.645019771458,62.0,"La Chaloupe, meaning the small boat, is a ludic place where children can express themselves.","Court-St.-Étienne, Belgique - La Chaloupe",mariage.mp3,61.39175,Court-Saint-Etienne,Belgium,Europe,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
aporee_45554_51728,51728,17.695454574452,54.719130561139,22.0,ambience at the wetlands and peatbogs near Bargedzino village. (roland r-07),wetlands near Bargedzino village - wetlands ambience,peatbogs.mp3,150.0,Leba,Poland,Europe,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
aporee_29772_34242,34242,4.611012339592,50.63666785178,108.0,A soapbox race in Mont-St-Guibert. A little girl is crying.,"Mont-Saint-Guibert, Belgique - Soapbox race",savon2.mp3,85.790125,Mont-Saint-Guibert,Belgium,Europe,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
aporee_19170_22257,22257,121.467641294,25.067239975347,6.0,"kids ,basketball, Traffic Noise, Rode NT4+Zoom H4n (SoundMap20120212-20), recorded by Wu,Tsan-Cheng","Erchong Floodway,New Taipei City - Play basketball",SoundMap2012021220.mp3,98.0672,Banqiao,China,Asia,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
aporee_32896_37799,37799,20.980871915817,55.310671763721,7.0,"Recordist: Saso Puckovski<br />Description: Sunny day at the beach. Waves, children playing, wind. Recorded with ZOOM H2N Handy Recorder.","Neringos sav., Lithuania - The beach",SPbeachleftsidefromthebarentrancejul25edit.mp3,82.6872335600907,Nida,Lithuania,Europe,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
aporee_13471_15723,15723,-114.04773790165,51.047836327314,1038.0,"Through telling and sharing stories about the East Village, the project gives space to experiences and histories that are not adequately recognized.","East Village, Calgary, AB, Canada - the rivers",theriver.mp3,100.0,Calgary,Canada,North America,1.0,0.0,0.0,0.2,0.1,0.2,0.0,1.0
aporee_14019_16340,16340,8.8082936758797,53.075584266304,19.0,At he square in front of the St. petri Dom. The sound of an accordeon player who sits in front of the cathedral stairways. In the distance the sound of metal pipes handled by construction workers on the market place.<br /><br />soundmap d - social ambiences and topographic field recordings,"Altstadt, Bremen, Deutschland - bremen, in front of st.petri dom",BremenCityvorKircheAkkordeonspieler.mp3,124.52971875,Bremen,Germany,Europe,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
aporee_2103_3037,3037,13.4088416397572,52.5203518258654,42.0,"tuned city, berlin, alexanderplatz 03.07.2008, 16:15<br /><br />Frauke Behrendt's talk considers how sound can be a means of engaging with hybrid spaces - layerings of physical and digital architecture - and particularly how this has been explored in art projects. Research in Sound Studies that considers mobile technology often suggests a withdrawal from public spaces. Here, the question is how we can use sound and mobile technology to engage with urban spaces.<br /><br />the lectures took place outdoor on the staircase under one of the wings of teh tv tower, the speakers could only be heard by wireless headphones. this recording was made by pressing the headphone to the microphone, this way merging the ambient with the lecture.<br /><br />","alexanderplatz, tuned city, navigating hybrid spaces",tunedAlexFraukeBehrendt030708.mp3,177.53455,Mitte,Germany,Europe,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
aporee_20691_24018,24018,2.3362791538239,48.820114000846,78.0,A warm meeting in the echoey hall of la Maison Internationale.,"CIUP,Maison International, Paris 14e, France - Gabriella croise la femme de ménage.",Gabriellarencontrelafemmedemenage.mp3,74.63943310657596,Gentilly,France,Europe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aporee_46910_53391,53391,130.46978121985,33.777415492987,4.0,Check-in by the sea. <br />Marantz PMD661MKII recorder with microphone ST M/S AKG Blue line CK 94 and Sennheiser mkh 416 p48,"4-chōme-5-26 Miyajihama, Fukutsu, Fukuoka 811-3311, Japon - 01-Miyajihama Beach",01MiyajihamaBeachFukoka20191127115000.mp3,161.8352,Nishifukuma,Japan,Asia,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
aporee_15622_18178,18178,121.44773930311,25.041836136197,7.0,"Baseball field , Cheers and refueling sound baseball game , Binaural recordings , , ( Sound and Taiwan http://www.soundandtaiwan.com - Taiwan SoundMap project / SoundMap20121115-33 ) , recorded by Wu,Tsancheng","新莊棒球場, New Taipei City,Taiwan - Baseball field",SoundMap2012111533.mp3,133.1312,Banqiao,China,Asia,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
aporee_1582_2255,2255,14.2430663108826,52.5953058625154,12.0,"the city, the country & me: april 27, 2008","neuhardenberg: schinkelkirche - the city, the country & me: neuhardenberg, tourists and service women of the schinkel church",NeuhardenbergSchinkelkirche.mp3,89.007125,Neuhardenberg,Germany,Europe,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
aporee_16906_19691,19691,121.51232689619,25.044387692156,21.0,"walking in the Traditional markets,Binaural recordings (SoundMap20130309-3), recorded by Wu,Tsancheng(http://www.soundandtaiwan.com)","Taipei,Taiwan - Traditional markets",SoundMap201303093.mp3,109.0592,Taipei,China,Asia,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
aporee_27317_31469,31469,-4.9776220321655,34.063467866218,326.0,"Hundreds of swallows nest in the ancient walls of the Medina<br />They wake you up at dawn<br />Recorded on a rooftop, with a Zoom H2","Fès El Bali, Fès, Maroc - Swallows of Fes",Feshirondelles.mp3,130.5,Fes,Morocco,Africa,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
aporee_23032_26772,26772,-87.918992042542,43.038791186604,192.0,"End of parade.<br />A sampling of sounds during the 110th gathering of motorcycles in Milwaukee, primarily around the HD museum. For recording notes and original WAV files go to Internet Archive community audio page, https://archive.org/details/HarleyDavidson110thAnniversaryCelebration2013MilwaukeeWi","6th & Wisconsin, Milwaukee, WI, USA - harley davidson motorcycle sounds 110",HD11020130831A1.mp3,116.448,Milwaukee,United States,North America,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
aporee_31341_36026,36026,4.6147567033768,50.669043247841,119.0,"In front of the languages institute (institut des langues vivante), end of a course. Students are discussing.","Centre, 1348 Ottignies-Louvain-la-Neuve, Belgique - Languages institute",LLN05.mp3,159.1960090702948,Louvain-la-Neuve,Belgium,Europe,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
aporee_30662_35268,35268,-0.32964885234833,53.742376429611,5.0,"Ambiance, gates being opened at the mobile end of the Swing Bridge, people crossing<br /><br />Recorded by acoustic ecologists from Goldsmiths, University of London during site visits for the Academy of Urbanism's 2016 'Great Place' award. Scale Lane Swing Bridge, Hull was short listed for the award.","Hull, UK - Ambiance and gates opening",ESHullBridgeGenAmbience.mp3,121.2865306122449,Hull,United Kingdom,Europe,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
aporee_6551_8108,8108,-112.708783149719,51.4672391279906,681.0,reading the description and climbing up into the mouth of the worlds largest dinosaur,"worlds largest dinosaur, Drumheller Alberta",worldslargestdinosaur.mp3,125.78,Three Hills,Canada,North America,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
aporee_17607_20485,20485,135.52327081561,34.685447389184,31.0,"a swarm of tourists walking in both directions. just entering but seems like a busy place, visited frequently, jiggling with people. recording reverberate by a gate passage nearby.","Osaka, Osakajo, Osaka Castle - west entrance",westgate.mp3,126.29333333333334,Osaka-shi,Japan,Asia,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
aporee_29899_34382,34382,16.908323764801,52.386139768366,71.0,"riding two stops on an old, rattling tram towards Lazarz district. (sony d50)","Poznan, Wild district, - tram line 8",tram8.mp3,180.0,Poznan,Poland,Europe,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
aporee_27559_31772,31772,-87.978586703539,43.104558840102,200.0,Project - A Moment Of Silence Milwaukee 2015<br />http://aporee.org/maps/work/projects.php?project=amomentofsilencemke2015<br />car crash,"Milwaukee20150405-0200_Aaron M. Harmon - male, 24, Black, shot",AMOSMKE201504050200.mp3,90.00739583333333,Glendale,United States,North America,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
aporee_16341_18946,18946,8.1431168317795,50.445850576584,230.0,"meadow with sheep, quiet summer night, sound of a electric fence generator. huge impact of a single car driving by","Beselich Niedertiefenbach - meadow at night, sheep, electric fence",ntbSchafweideStromzaun120701.mp3,135.0028117913832,Steeden,Germany,Europe,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
aporee_29519_33971,33971,16.878148913383,52.425434406525,70.0,a flock of ducklings orbiting their mother. their squawking is not so obvious among rich sounds of nature around the lake and noise of the surrounding city.,"Poznan, Rusalka lake - ducklings",duklings.mp3,180.0,Suchy Las,Poland,Europe,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
aporee_22837_26504,26504,4.3382719159126,50.823076702019,60.0,Various dogs barking at Parc de Forest.<br />Tech Note : Sony PCM-M10 internal microphones.,"Parc de Forest, 1190 Forest, Belgique - Dogs Chorus",14043002ChoeurcaninauParcdeForest.mp3,137.48154195011338,Brussels,Belgium,Europe,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
aporee_2451_3434,3434,-0.15479564666748,51.4849707663151,9.0,"recorded july 18, 2008.<br />""Hasenbrot"" - a sound diary by Dirk Raulf","london, traffic at river thames",16themseufer1.mp3,81.65875,Battersea,United Kingdom,Europe,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
aporee_31534_36228,36228,4.603807926178,50.669867731425,131.0,A second group of children is arriving in the street and they walk to the swimming pool.,"L'Hocaille, Ottignies-Louvain-la-Neuve, Belgique - Going to the swimming pool",LLN113.mp3,119.4314739229025,Louvain-la-Neuve,Belgium,Europe,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
aporee_16146_18732,18732,121.50025159121,25.062997864028,11.0,"Walking out of the MRT stations,Binaural recordings ,Best with Headphone ( Sound and Taiwan , http://www.soundandtaiwan.com - Taiwan SoundMap project / SoundMap20121005-20), recorded by Wu,Tsancheng","Taipei Bridge Station, New Taipei city - the MRT stations",SoundMap2012100520.mp3,110.0,Taipei,China,Asia,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
aporee_44527_50622,50622,18.056005475351,59.330703716451,20.0,"Main train station. People walking with luggage. Traffic announcement.<br />Recorded with Zoom H2n, 2CH, deadcat, handheld.","Stockholm Cityterminalen, Sweden - Stockholm main station",190221093904stockcityterminalen.mp3,114.1232,Stockholm,Sweden,Europe,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
aporee_27162_31307,31307,19.446744918823,51.780240832532,201.0,restaurants/fast foods - open space in Manufaktura. http://www.manufaktura.com/,"Manufaktura, Łódź, Polska - restaurants - open space in Manufaktura",jadodalniewmanu.mp3,127.65333333333334,Lodz,Poland,Europe,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
aporee_8193_9966,9966,14.5295476913,53.4263099832,16.0,Ambiance in supermarket.,"Centrum Handlowe Turzyn, Szczecin, Poland",cf08.mp3,161.36736961451248,Szczecin,Poland,Europe,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
aporee_20366_23687,23687,-122.39347815514,37.795423669898,6.0,"A part of the San Francisco Ferry Building's soundscape. Captured by slowly walking from end to end of the building, focusing largely on voices, but encountering other unexpected sounds. Recorded with a Zoom Audio Recorder.","Ferry Building, San Francisco, CA 94111 - Inside the Ferry Building",MONO011.mp3,165.06266666666667,San Francisco,United States,North America,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
aporee_19991_23277,23277,120.55851995945,24.083337385417,27.0,"Students gather at noon meal streets,Binaural recordings ,Best with Headphone, Zoom H4n+ Soundman OKM II ( SoundMap2013108-30 ) , recorded by Wu,Tsancheng","Shijian St.,Changhua City - street",SoundMap2013100830.mp3,105.0512,Chang-hua,China,Asia,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
aporee_29451_33894,33894,5.3918409347534,51.45882028499,20.0,Waiting in the boarding area.<br /><br />Binaural recording.,"Flight Forum, Eindhoven, Nederland - Eindhoven Airport",EindhovenAirportAugust21st2015.mp3,176.04454166666667,Meerhoven,Netherlands,Europe,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
aporee_19714_22897,22897,120.97282469273,24.80520590613,28.0,"High school students on the streets after school,Traffic Noise, Sony PCM D50 + Soundman OKM II ,Best with Headphone( SoundMap20130924-8) , recorded by Wu,Tsancheng","Minzu Rd.,Hsinchu City - soundwalk",SoundMap201309248.mp3,165.0512,Hsinchu,China,Asia,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
aporee_42130_48025,48025,24.734176558536,59.441364870034,18.0,A piercing tone of unknown origin or purpose signals from a device on the ceiling of the new Balitjaam market hall.,"Baltijaama Turg, Tallinn, Estonia - consistent piercing tone",Baltijaamturgbeeps.mp3,112.74521541950114,Tallinn,Estonia,Europe,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
aporee_2262_3220,3220,121.522862613201,25.0268780905997,15.0,"Although Starbucks is chained cafe, not every Starbucks is at the very crossing point of 3 directions, nor is it very close to the counter and seats at the same time. Sent by Rikey Cheng at 24.07.2008 17:17:32","Guting Starbucks closing hour - Guting Starbucks Closing hour (Exit 4, Guting Station)",20080724GutingStarbucksClosing3.mp3,179.9575,Taipei,China,Asia,1.0,0.0,0.0,0.2,0.0,0.8,1.0,1.0
aporee_17322_20161,20161,120.44994950294,23.490362430587,35.0,"On the train,Train broadcast,Sony ECM-MS907,Sony Hi-MD MZ-RH1 (SoundMap20120201-22), recorded by Wu,Tsancheng(http://www.soundandtaiwan.com)","Chiayi,Taiwan - On the train",SoundMap2012020122.mp3,155.066075,Jiayi Shi,China,Asia,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
aporee_28749_33116,33116,-2.4170646071434,50.793286475428,97.0,Sounds recorded inside the school's greenhouse. Children playing football in the background.<br />Recorded using an H4N zoom recorder and NTG2 Rode microphone. <br />Sounds in Nature workshop run by Gabrielle Fry.,Piddle Valley School - Trapped in the greenhouse,Greenhouse.mp3,87.27825,Dorchester,United Kingdom,Europe,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
aporee_10713_12712,12712,14.4775021076,50.0798023662,,"at the grave of Franz Kafka, russian scientists discuss about where they are and where to go.","Praha, jewish cemetery",prahaJewishCemeteryKafka110623.mp3,150.00709750566892,Liben,Czechia,Europe,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
aporee_41837_47693,47693,8.5357433460238,47.343339324286,411.0,"Auto, Zug, Stimmen.<br />Fostex FR2 / MKH 800  www.piusmorger.ch","Zürich, Rote Fabrik, Schweiz - Hauptsrasse",HAUPTSTRASSE.mp3,132.1952,Zuerich (Kreis 2) / Wollishofen,Switzerland,Europe,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
aporee_20187_23498,23498,121.45729869604,25.141421562156,4.0,"Riverside Park at night,In the woods next to the restaurant,Just some of the kids games and activities, , Binaural recordings ,Best with Headphone ,Sony PCM D50 + Soundman OKM II ( SoundMap20131026-6 ) , recorded by Wu,Tsancheng","Tamsui District,New Taipei City - party",SoundMap201310266.mp3,144.0512,Taipei,China,Asia,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
aporee_30655_35261,35261,-0.33031672239304,53.742489719767,5.0,"Ambiance recorded at near the pivot of the swing bridge, distant curlew<br /><br />Recorded by acoustic ecologists from Goldsmiths, University of London during site visits for the Academy of Urbanism's 2016 'Great Place' award. Scale Lane Swing Bridge, Hull was short listed for the award.","Hull, UK - Swing bridge pivot area ambiance",07th1201Hullbridgepivotareaambiencecurlew.mp3,66.76897959183674,Hull,United Kingdom,Europe,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
aporee_10506_12498,12498,14.4576537609,50.0616365357,210.0,nedaleko tocny na vrsovickem nakladovem nadrazi,Depo Nakladove nadrazi vrsovice,depovrsovice.mp3,97.20646258503402,Karlin,Czechia,Europe,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
aporee_13605_15872,15872,-117.18783749131,34.979563679981,648.0,DRS - military jets and desert birds communicating,"birds at CLUI DRS Hinkley, California - DRS military jets and birds communicating",DRSmilitaryjetsandbirdscommunicating.mp3,176.52533333333332,Lenwood,United States,North America,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
aporee_26046_30127,30127,-3.8764384388924,36.74482924936,26.0,"sitting down to the terrace of the tapas cafe, a violinist is playing irish folk tune near the place, I give a light to someone, having a brandy<br /><br />Maycom HandHeld II (mono recording)","Paseo Balcon de Europa, Nerja - brandy, por favor",MAYCOM08Tilaanbrndinterassille.mp3,150.91475,Nerja,Spain,Europe,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
aporee_2672_3677,3677,6.96011513471603,50.9383361438845,55.0,"mittags, glockenspiel am alter markt, stimmen von touristischen besuchern<br /><br />soundmap nrw: social ambiences/ listen to the people - in & outdoor nearfield recording","cologne, altstadt, alter markt, glockenspiel",KoelnAltstadtAlterMarktGlockenspiel.mp3,118.70440625,Altstadt Nord,Germany,Europe,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
aporee_5579_7046,7046,15.5609428883,38.1854507155,12.0,"messina main station, entry hall ambience",messina centrale - entry hall ambience,messinaStation091024.mp3,120.0512,Messina,Italy,Europe,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
aporee_4401_8266,8266,13.4300458431244,52.4950776764736,38.0,"the situation has been escalated, rioters throwing bottles and firecrackers at policemen, then they began to hurl the chairs of the club terrasse at a taxi, guests fleeing into the club <br /><br />the city, the country & me: may 1, 2010","berlin, ohlauer straße: vor club 49 - the city, the country & me: 1st may riot in front of club49",CityCountryMeohlauerstrclub49maidemo03.mp3,152.2195,Berlin Treptow,Germany,Europe,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
aporee_10792_12796,12796,139.630495906,35.4550048336,21.0,Automatic repeated voice at the moving steps inside the shopping mall.<br /><br />international city scapes - topographic field recordings and social ambiences,"yokohama, landmark tower, moving staircase",YokohamaLandmarkTowerRolltreppenansage.mp3,80.59175,Yokohama,Japan,Asia,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
aporee_967_1417,1417,13.3887773752213,52.5183394381671,49.0,"inside bookstore ambience, weekend before christmas<br /><br />Menschen an der Kasse, piepsende Scanner, schreiende Kinder, Musik beim hinausgehen. Wochenende vor Weihnachten","Berlin, Friedrichstr., bookstore - bookstore christmas crowd",dussmannchristmascrowd211207.mp3,113.45775,Mitte,Germany,Europe,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
aporee_38916_44444,44444,21.007975637913,52.235423538881,113.0,"Escalator, departing and arriving trains. <br />I've been walking from stairs to train. <br />Olympus LS-11","Marszałkowska 136, Warszawa, Polska - M1 Metro Świętokrzyska station",MSwietokrzyska201712062144LS110249.mp3,100.8512,Warsaw,Poland,Europe,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
aporee_4973_6359,6359,6.92294776439667,50.9466917973578,57.0,"postal bank in the former 4711 / eau de cologne building. friday evening, closing time, still busy, and people are very kind.","venloer str., 4711 - postbank",postbank4711180909.mp3,160.12473922902495,Neuehrenfeld,Germany,Europe,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
aporee_13993_16314,16314,4.8648083489991,44.865705141397,105.0,"A7 Highway boredom, cars drone, a sucker leaving the engine on to enjoy his air conditionning nightmare.","Portes-lès-Valence, France - Highway bordeom",FlavienGillie12070401AiredePorteLesValence.mp3,132.22267573696146,Portes-les-Valence,France,Europe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aporee_6710_8272,8272,26.7210352420807,58.3824275086022,45.0,"choire, talk, footsteps","Choire practice in school, Tartu, Estonia",kooriproov.mp3,131.7355,Tartu,Estonia,Europe,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
aporee_28115_32394,32394,17.129584550858,48.149746010251,139.0,"One of the mobile antique buyers, usually Roma people from southern Slovakia, cruising the streets of Bratislava. Binaural recording.","Bratislava-Ružinov, Slovakia - Mobile antique buyer",LS111969.mp3,147.49181405895692,Bratislava,Slovakia,Europe,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
aporee_5235_6673,6673,2.37372010946274,48.8447917834405,45.0,"atmosphere at the station main hall, an announcement <br /><br />cityscapes international: socail ambiences and topographic field recordings","paris, gare de lyon, main hall,  train platform",ParisGaredeLyontrainplatform.mp3,148.27503125,Paris,France,Europe,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
aporee_38636_44151,44151,-73.635349273682,4.1266860663402,452.0,ambiente sonoro en el parque de la cuarta etapa de la esperanza en el que se realizan diariamente actividades recreo deportivas.,"Cl. 8 #44-2 a 44-154, Villavicencio, Meta, Colombia - Parque de la cuarta etapa de la esperanza.",Parquedelagua.mp3,126.71525,Villavicencio,Colombia,South America,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
aporee_5980_7482,7482,2.33696445822716,48.8821560773519,69.0,Pendant le tournage Pigalle la nuit canal+<br />www.pierregauthier.eu,"Paris,Place Pigalle,à la terrasse du café lomnibus",PlacepigalleOmnibusTerrasse.mp3,119.9804375,Saint-Ouen,France,Europe,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
aporee_13512_15764,15764,10.179419104131,36.799064175838,11.0,"Inside a supermarket. The sound of arabian music thru a broken speaker, plastic bags, women talking, a german customer, the ventilation and a walk thru the shelves.<br /><br />international city scapes - social ambiences and topographic field recordings","Ville Nouvelle, Tunis, Tunesien - tunis, rue de greece, supermarket",TunisRuedeGreeceSupermarkt.mp3,167.1615625,Tunis,Tunisia,Africa,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
aporee_12413_14511,14511,23.9812982082,55.2876391123,30.0,autos on stone pavement,"Lithuania, Kedainiai, Old Market Place",kedainiaiaikste.mp3,152.928,Kedainiai,Lithuania,Europe,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
aporee_13802_16109,16109,25.684323893152,55.583875002871,149.0,the churchyard. poets reading their works. international poetry festival.,"Sudekiai, Lithuania, poetry readings",poetai.mp3,117.345225,Utena,Lithuania,Europe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aporee_31499_36191,36191,-0.1283785700798,51.508156497721,19.0,"Near the fountain, Zoom H6","Londres, Royaume-Uni - Fontaine",Fontaine1NatGallery15mars13H43.mp3,78.8432,London,United Kingdom,Europe,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
aporee_18924_21940,21940,13.559414148331,45.317527612782,,"built in closet, open windows","sea room, Novigrad, Croatia - moody tales",vrataOmare12junij20131728.mp3,165.20972916666668,Novigrad,Croatia,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
aporee_43791_49845,49845,-0.1420628404087,51.515306955101,28.0,Lots of colourful people and performances took place as the extinction rebels block off Oxford Circus for their climate justice fashion show.,"Oxford Circus Underground Station, Oxford St, Soho, London W1B 3AG, UK - Extinction Rebellion: end of poem declaimed by the green man",Poemedit1859.mp3,69.9076875,London,United Kingdom,Europe,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
